iter	Logloss
0	0.4604496689
1	0.3049269674
2	0.2029389001
3	0.1425385481
4	0.103395481
5	0.07871015792
6	0.06203309254
7	0.05107707539
8	0.04346966888
9	0.03895706699
10	0.03492432211
11	0.03187495274
12	0.02959249352
13	0.02782886846
14	0.02670247058
15	0.02520462163
16	0.02394583405
17	0.02301058183
18	0.0223072309
19	0.02156466531
20	0.02092585
21	0.0204545456
22	0.01994125557
23	0.01950861764
24	0.01908691661
25	0.01871431907
26	0.0183242644
27	0.01807309808
28	0.01777864435
29	0.01748084788
30	0.01721296662
31	0.01696927133
32	0.01670042615
33	0.01647293348
34	0.01627009647
35	0.01612088529
36	0.01594322862
37	0.01578233902
38	0.01563668034
39	0.01553893727
40	0.01538331608
41	0.01520841578
42	0.01505556106
43	0.01494198246
44	0.01488737773
45	0.01473449442
46	0.01460093213
47	0.01446884603
48	0.01436321941
49	0.01425696877
50	0.01414763682
51	0.01398635151
52	0.01380697354
53	0.01368086377
54	0.01356548649
55	0.01342073889
56	0.01332320445
57	0.01328973536
58	0.01326195868
59	0.01314189209
60	0.01303007817
61	0.01298773134
62	0.01296587515
63	0.01286595395
64	0.01273614594
65	0.01261672971
66	0.01253324917
67	0.01245047219
68	0.01232787478
69	0.01220618476
70	0.01214672978
71	0.0121347927
72	0.01212306039
73	0.01205652788
74	0.01198672595
75	0.01183981856
76	0.01171845553
77	0.01165184365
78	0.01155173823
79	0.0115365794
80	0.01142519102
81	0.01137376785
82	0.0112978246
83	0.01129175495
84	0.01116789398
85	0.01106440012
86	0.01097122261
87	0.01082191458
88	0.01068436024
89	0.01060215113
90	0.010595176
91	0.01047956307
92	0.01038450619
93	0.01031753665
94	0.01019608914
95	0.01009968307
96	0.01008005332
97	0.01007189197
98	0.01000619016
99	0.009889373183
100	0.009882829642
101	0.00981580832
102	0.009678341899
103	0.009591851043
104	0.009478610697
105	0.009409367713
106	0.009369824007
107	0.009316886035
108	0.009222874591
109	0.009181238916
110	0.009076058588
111	0.009007995919
112	0.008919796487
113	0.008861746269
114	0.008773941087
115	0.008748839781
116	0.008690451018
117	0.008682101203
118	0.008646393883
119	0.00856673717
120	0.008556137566
121	0.008503316162
122	0.008404759854
123	0.008371398866
124	0.008310552915
125	0.00828666457
126	0.008240684832
127	0.008179961374
128	0.008132762025
129	0.008107080293
130	0.008064511237
131	0.00803507099
132	0.007999405095
133	0.007938929773
134	0.007893896686
135	0.007853378864
136	0.007819471108
137	0.007781742067
138	0.007721345639
139	0.007683137418
140	0.007654775101
141	0.007623150648
142	0.007590976183
143	0.007548669851
144	0.007518185881
145	0.007487145066
146	0.007468387623
147	0.00745030575
148	0.007396880647
149	0.007376292379
150	0.007339860346
151	0.007316660142
152	0.007277917407
153	0.007247063255
154	0.007231595371
155	0.007199161277
156	0.00717361168
157	0.007137423926
158	0.007075893224
159	0.007070023281
160	0.007044629448
161	0.007018389655
162	0.006976112555
163	0.006940771836
164	0.006921004947
165	0.006890899613
166	0.006867697215
167	0.006841436321
168	0.006823089086
169	0.006791222196
170	0.006763878789
171	0.006728981132
172	0.00670613681
173	0.006690955333
174	0.00667756635
175	0.006654758709
176	0.006634571439
177	0.006605417894
178	0.006592807568
179	0.00656838459
180	0.006544623634
181	0.00652438533
182	0.006505963049
183	0.006486410285
184	0.006459500263
185	0.006400707481
186	0.006369742458
187	0.006333372338
188	0.006300727995
189	0.006277384077
190	0.006256991557
191	0.00623159392
192	0.006200148267
193	0.006187127217
194	0.006142091235
195	0.006121923145
196	0.006103860666
197	0.006082899897
198	0.006053986866
199	0.006045711899
200	0.006027308208
201	0.005993371413
202	0.005977449486
203	0.005969905091
204	0.005963072056
205	0.005913765661
206	0.00589953131
207	0.005886655557
208	0.005869450719
209	0.005861976169
210	0.005855182227
211	0.00584884784
212	0.005813967302
213	0.005781973595
214	0.005753540501
215	0.005723973367
216	0.005703490355
217	0.005652300402
218	0.00561765669
219	0.005603784446
220	0.005573672273
221	0.005561528713
222	0.005516665383
223	0.005505935673
224	0.005473152766
225	0.005452912799
226	0.005447148665
227	0.005437654019
228	0.005407438358
229	0.005366344543
230	0.005344120934
231	0.005312588555
232	0.005307374514
233	0.005299550146
234	0.005280088179
235	0.00525090417
236	0.005221874804
237	0.005172030383
238	0.005148510307
239	0.005125040593
240	0.005076327792
241	0.005041269335
242	0.005025055061
243	0.005005132759
244	0.004985017505
245	0.004941388515
246	0.004926596147
247	0.004906250996
248	0.004874786945
249	0.004861945933
250	0.004842142931
251	0.004801288477
252	0.004790334171
253	0.00476825081
254	0.004737922947
255	0.00472829063
256	0.004701188379
257	0.004692601253
258	0.004686197956
259	0.004670529719
260	0.004649493716
261	0.004640486832
262	0.004623184968
263	0.004593519597
264	0.004556929193
265	0.004537344636
266	0.004518936842
267	0.004511090953
268	0.004504118619
269	0.004497813981
270	0.004493146489
271	0.004474338624
272	0.00446642595
273	0.004460529876
274	0.004456369333
275	0.004424362068
276	0.004406951153
277	0.004401582326
278	0.004396661062
279	0.004392130915
280	0.004386470308
281	0.00438131384
282	0.00437713577
283	0.004370479994
284	0.004319016904
285	0.004291867322
286	0.0042677026
287	0.004253527337
288	0.004238834655
289	0.004232912092
290	0.004219192777
291	0.004189124868
292	0.004167947778
293	0.004163331912
294	0.004144326519
295	0.004119671025
296	0.004103530249
297	0.004095182633
298	0.004074066789
299	0.004059494311
300	0.004046993274
301	0.004031795364
302	0.004007843129
303	0.003995093026
304	0.003978811825
305	0.00397028645
306	0.003962972872
307	0.003947742834
308	0.003938526464
309	0.00391891578
310	0.003897941857
311	0.003878993824
312	0.003861825041
313	0.003836231281
314	0.003808401737
315	0.0037934707
316	0.003768460821
317	0.003739692308
318	0.003717033628
319	0.003691396512
320	0.003678366962
321	0.003652794716
322	0.003634098255
323	0.0036176892
324	0.003606182416
325	0.003584440167
326	0.003568941257
327	0.003552006221
328	0.003524383957
329	0.003516741532
330	0.00350722685
331	0.003497417166
332	0.003490007375
333	0.003481364465
334	0.00345948866
335	0.003443049732
336	0.003427667695
337	0.003420526593
338	0.003413079164
339	0.003397456817
340	0.003389906199
341	0.003382104852
342	0.003370354437
343	0.003359201205
344	0.003344243409
345	0.003337234406
346	0.00333083783
347	0.003320080948
348	0.003307920347
349	0.003295442559
350	0.003283298033
351	0.003271107246
352	0.00326498594
353	0.003242794232
354	0.003233951935
355	0.003226077237
356	0.003208242511
357	0.003190618088
358	0.003181588773
359	0.003173419186
360	0.003166487202
361	0.003159083581
362	0.003142754956
363	0.003134955304
364	0.003120329447
365	0.003113581573
366	0.003107405439
